Date,Open,High,Low,Close,Adj Close,Volume
2019-03-01,92.220001,93.080002,92.139999,92.949997,86.664215,10795200
2019-03-04,93.279999,93.449997,91.059998,91.690002,85.489410,15208400
2019-03-05,91.730003,91.970001,91.169998,91.639999,85.442810,13591700
2019-03-06,91.650002,91.769997,90.050003,90.300003,84.193420,11662400
2019-03-07,90.169998,90.360001,89.279999,89.589996,83.531418,14430700
2019-03-08,89.110001,89.449997,88.629997,89.400002,83.354279,11531200
2019-03-11,89.639999,90.500000,89.379997,90.419998,84.305305,9694300
2019-03-12,90.650002,91.290001,90.519997,91.080002,84.920670,8981600
2019-03-13,91.349998,92.309998,91.290001,92.059998,85.834389,10098300
2019-03-14,92.029999,92.150002,91.580002,91.910004,85.694557,9283800
2019-03-15,91.730003,92.139999,91.410004,91.989998,86.088539,10219400
2019-03-18,92.080002,92.169998,91.519997,91.849998,85.957512,7183500
2019-03-19,92.169998,92.839996,91.839996,92.580002,86.640701,11308700
2019-03-20,92.470001,92.580002,91.580002,91.940002,86.041748,11123700
2019-03-21,91.169998,92.440002,91.040001,92.300003,86.378654,7398200
2019-03-22,91.900002,92.239998,90.599998,90.620003,84.806442,12162600
2019-03-25,90.779999,90.860001,89.919998,90.570000,84.759636,9893300
2019-03-26,91.099998,91.769997,90.550003,91.190002,85.339874,8107200
2019-03-27,91.080002,91.290001,89.800003,90.430000,84.628616,10817400
2019-03-28,90.699997,90.910004,90.190002,90.660004,84.843864,6726800
2019-03-29,91.199997,91.830002,91.000000,91.750000,85.863937,10120900
2019-04-01,92.309998,92.449997,91.680000,91.889999,85.994949,9082000
2019-04-02,91.910004,92.050003,91.510002,91.680000,85.798439,7002200
2019-04-03,92.089996,92.139999,91.290001,91.559998,85.686111,7398700
2019-04-04,91.639999,91.750000,90.839996,91.370003,85.508308,9212400
2019-04-05,91.589996,92.160004,91.529999,92.000000,86.097900,6262000
2019-04-08,91.930000,92.070000,91.330002,91.980003,86.079170,5961200
2019-04-09,91.660004,91.940002,91.410004,91.739998,85.854576,7207600
2019-04-10,91.849998,92.019997,91.610001,91.769997,85.882645,5433400
2019-04-11,91.970001,92.019997,90.239998,90.639999,84.825150,8534200
2019-04-12,90.989998,91.019997,89.660004,89.809998,84.048393,11659000
2019-04-15,89.919998,90.239998,89.750000,90.169998,84.385315,7921900
2019-04-16,90.919998,91.029999,88.169998,88.320000,82.653992,14857100
2019-04-17,88.620003,88.639999,85.330002,85.779999,80.276932,34381800
2019-04-18,86.040001,86.449997,84.650002,85.919998,80.407944,35300900
2019-04-22,85.779999,86.470001,85.510002,85.970001,80.454742,18717700
2019-04-23,85.940002,87.790001,85.790001,87.330002,81.727493,30503400
2019-04-24,87.360001,87.540001,86.839996,87.230003,81.633926,14612800
2019-04-25,87.040001,88.389999,86.680000,88.129997,82.476166,16166400
2019-04-26,88.250000,89.040001,88.059998,89.010002,83.299713,11321700
2019-04-29,89.040001,89.199997,88.470001,88.849998,83.149979,13264400
2019-04-30,89.110001,89.430000,88.480003,89.260002,83.533676,11750900
2019-05-01,89.379997,89.730003,88.599998,89.099998,83.383934,25596400
2019-05-02,89.010002,89.570000,88.500000,89.480003,83.739563,18927500
2019-05-03,89.730003,90.190002,89.580002,90.160004,84.375938,13624000
2019-05-06,88.849998,90.849998,88.699997,90.620003,84.806442,25168300
2019-05-07,89.919998,90.360001,88.360001,88.879997,83.178055,18011600
2019-05-08,88.839996,89.480003,88.339996,89.070000,83.355873,13783300
2019-05-09,88.279999,89.169998,87.860001,88.879997,83.178055,15692300
2019-05-10,88.589996,89.139999,87.010002,88.910004,83.206131,17771800
2019-05-13,87.400002,88.860001,86.900002,87.239998,81.643257,17436000
2019-05-14,87.639999,88.290001,87.470001,87.680000,82.055023,13147000
2019-05-15,87.220001,88.239998,86.830002,87.940002,82.298355,10587700
2019-05-16,88.129997,89.389999,88.070000,88.629997,82.944069,15124000
2019-05-17,87.900002,89.139999,87.900002,88.440002,82.766273,13354100
2019-05-20,88.059998,88.680000,87.750000,88.400002,82.728851,10757400
2019-05-21,88.900002,89.610001,88.839996,89.230003,83.505600,11690600
2019-05-22,88.970001,89.940002,88.889999,89.739998,83.982872,9021800
2019-05-23,89.290001,89.430000,88.680000,89.430000,83.692772,13545300
2019-05-24,89.739998,90.099998,89.339996,89.559998,83.814438,9986400
2019-05-28,89.639999,90.180000,88.269997,88.279999,82.616547,20796000
2019-05-29,87.849998,87.860001,86.820000,87.430000,81.821068,16302700
2019-05-30,87.599998,88.050003,87.510002,87.910004,82.270294,12457600
2019-05-31,87.339996,87.690002,86.769997,87.279999,81.680687,10712900
2019-06-03,87.360001,88.239998,87.309998,87.489998,81.877213,19371000
2019-06-04,88.220001,89.089996,88.110001,88.940002,83.234207,15837200
2019-06-05,89.589996,89.820000,88.970001,89.610001,83.861221,24291700
2019-06-06,89.750000,90.430000,89.540001,90.070000,84.291718,18840900
2019-06-07,90.360001,91.230003,90.330002,91.010002,85.171410,9302700
2019-06-10,91.290001,91.580002,90.949997,91.279999,85.424095,8552800
2019-06-11,91.730003,91.959999,90.900002,91.129997,85.283699,8317900
2019-06-12,91.150002,91.599998,91.059998,91.570000,85.695473,5799200
2019-06-13,91.730003,91.730003,91.099998,91.459999,85.592529,9031800
2019-06-14,91.500000,91.769997,91.180000,91.250000,85.396004,5056300
2019-06-17,91.339996,91.720001,91.209999,91.660004,85.779732,4861500
2019-06-18,92.120003,92.760002,91.940002,92.440002,86.509666,7979600
2019-06-19,92.459999,93.480003,92.400002,93.269997,87.286415,6988100
2019-06-20,94.040001,94.330002,93.139999,93.680000,87.670113,9241200
2019-06-21,93.190002,93.910004,92.660004,93.730003,88.091164,9026100
2019-06-24,93.610001,93.669998,93.070000,93.239998,87.630630,6493600
2019-06-25,93.309998,93.739998,92.769997,92.860001,87.273491,14930600
2019-06-26,92.989998,93.000000,91.500000,91.690002,86.173882,10498400
2019-06-27,92.010002,92.510002,91.830002,92.330002,86.775383,7416200
2019-06-28,92.370003,92.720001,91.839996,92.639999,87.066742,9390600
2019-07-01,93.370003,93.410004,92.720001,93.099998,87.499054,7797200
2019-07-02,93.180000,93.599998,92.650002,93.599998,87.968979,7952500
2019-07-03,93.809998,94.419998,93.800003,94.400002,88.720871,4066000
2019-07-05,94.000000,94.230003,93.540001,93.750000,88.109955,5934300
2019-07-08,93.389999,93.419998,92.620003,93.050003,87.452080,15202000
2019-07-09,92.709999,93.239998,92.699997,93.139999,87.536659,5537300
2019-07-10,93.349998,93.709999,93.070000,93.459999,87.837402,5347300
2019-07-11,94.110001,94.150002,92.849998,93.480003,87.856209,13691700
2019-07-12,93.169998,93.190002,91.800003,92.440002,86.878777,11508200
2019-07-15,92.489998,92.860001,92.180000,92.639999,87.066742,5811100
2019-07-16,92.570000,92.699997,92.120003,92.180000,86.634422,9092300
2019-07-17,92.370003,92.680000,92.190002,92.199997,86.653221,9566700
2019-07-18,92.190002,92.870003,91.739998,92.720001,87.141937,6559500
2019-07-19,92.930000,92.970001,91.680000,91.760002,86.239685,8105900
2019-07-22,91.860001,91.919998,91.489998,91.570000,86.061111,5192500
2019-07-23,91.699997,92.279999,91.320000,92.139999,86.596817,6688600
2019-07-24,92.000000,92.199997,91.169998,92.190002,86.643814,5430400
2019-07-25,91.940002,92.290001,91.540001,91.739998,86.220886,6618700
2019-07-26,92.059998,92.239998,91.720001,92.070000,86.531044,3812400
2019-07-29,92.120003,92.519997,91.970001,92.449997,86.888153,5887500
2019-07-30,91.739998,92.089996,91.360001,92.050003,86.512245,7959200
2019-07-31,91.949997,92.330002,90.580002,91.139999,85.656982,8557400
2019-08-01,91.150002,92.239998,90.709999,91.260002,85.769775,16422500
2019-08-02,91.129997,91.410004,90.459999,91.050003,85.572411,15956600
2019-08-05,90.019997,90.379997,88.190002,88.910004,83.561134,17626200
2019-08-06,89.360001,90.080002,88.870003,90.059998,84.641960,10135900
2019-08-07,89.330002,90.339996,88.199997,90.089996,84.670151,12452500
2019-08-08,90.370003,91.379997,90.250000,91.290001,85.797958,12034800
2019-08-09,91.129997,91.980003,90.610001,91.400002,85.901344,7253100
2019-08-12,91.059998,91.400002,90.160004,90.510002,85.064880,7097100
2019-08-13,90.480003,92.169998,90.400002,91.690002,86.173882,12232500
2019-08-14,90.750000,90.970001,89.089996,89.139999,83.777290,16426100
2019-08-15,89.519997,89.790001,88.870003,89.449997,84.068649,12315200
2019-08-16,90.059998,90.790001,90.000000,90.550003,85.102478,10239300
2019-08-19,91.260002,91.650002,91.110001,91.419998,85.920135,6427200
2019-08-20,91.449997,91.639999,90.570000,90.639999,85.187065,4708800
2019-08-21,91.269997,91.529999,91.040001,91.309998,85.816757,5687100
2019-08-22,91.480003,91.690002,90.500000,90.860001,85.393829,6486900
2019-08-23,90.699997,91.040001,88.320000,88.760002,83.420166,9822700
2019-08-26,89.470001,89.760002,89.099998,89.690002,84.294212,8913900
2019-08-27,90.239998,90.550003,89.099998,89.160004,83.796097,8252000
2019-08-28,88.849998,90.000000,88.720001,89.809998,84.406998,5691500
2019-08-29,90.489998,90.750000,89.910004,90.489998,85.046074,4360300
2019-08-30,90.910004,91.089996,90.209999,90.599998,85.149483,4784100
2019-09-03,90.070000,90.500000,89.750000,90.070000,84.651367,6437800
2019-09-04,90.660004,90.709999,89.709999,90.129997,84.707756,9318700
2019-09-05,90.900002,91.220001,90.419998,91.019997,85.544197,7897400
2019-09-06,91.209999,91.529999,91.080002,91.269997,85.779152,13166400
2019-09-09,91.349998,91.379997,90.099998,90.430000,84.989700,10675900
2019-09-10,89.970001,90.699997,89.019997,90.690002,85.234062,8770700
2019-09-11,90.839996,91.620003,90.620003,91.589996,86.079895,8124300
2019-09-12,92.000000,92.379997,91.510002,91.559998,86.051712,9344700
2019-09-13,91.669998,92.250000,91.320000,91.510002,86.004730,6351000
2019-09-16,91.010002,91.540001,90.900002,91.309998,85.816757,6668100
2019-09-17,91.260002,91.699997,91.129997,91.449997,85.948334,3932900
2019-09-18,91.449997,91.559998,90.790001,91.440002,85.938934,5369800
2019-09-19,91.550003,92.279999,91.379997,91.870003,86.343071,5058600
2019-09-20,91.699997,92.430000,91.690002,92.000000,86.824364,8935700
2019-09-23,91.730003,92.059998,91.480003,91.510002,86.361946,4232900
2019-09-24,91.849998,91.910004,90.349998,90.669998,85.569191,10542600
2019-09-25,90.680000,90.760002,90.099998,90.230003,85.153946,7956800
2019-09-26,90.529999,90.559998,89.040001,89.730003,84.682091,10004500
2019-09-27,90.029999,90.160004,89.000000,89.330002,84.304581,10017300
2019-09-30,89.449997,90.680000,89.389999,90.129997,85.059586,8031600
2019-10-01,90.370003,90.570000,89.070000,89.250000,84.229088,13413900
2019-10-02,88.970001,89.150002,87.559998,87.949997,83.002205,13385000
2019-10-03,87.830002,88.769997,87.199997,88.739998,83.747765,11958800
2019-10-04,89.000000,90.180000,88.949997,90.129997,85.059586,9146600
2019-10-07,89.760002,90.419998,89.629997,89.830002,84.776443,8247200
2019-10-08,89.080002,89.120003,88.099998,88.120003,83.162643,10649300
2019-10-09,88.660004,89.019997,88.360001,88.760002,83.766655,7350200
2019-10-10,88.500000,89.510002,88.419998,89.199997,84.181885,8232300
2019-10-11,90.050003,91.000000,89.900002,89.940002,84.880280,10773200
2019-10-14,89.879997,90.339996,89.760002,89.900002,84.842506,4915600
2019-10-15,90.889999,91.860001,90.830002,91.540001,86.390251,12607900
2019-10-16,91.470001,91.889999,91.269997,91.419998,86.277000,7851500
2019-10-17,91.720001,92.360001,91.680000,92.099998,86.918739,7536100
2019-10-18,91.839996,92.239998,91.349998,91.760002,86.597878,6784700
2019-10-21,92.139999,92.279999,91.480003,91.660004,86.503502,4948400
2019-10-22,92.360001,92.949997,91.820000,91.860001,86.692245,8702400
2019-10-23,92.019997,92.699997,91.830002,92.430000,87.230179,5525000
2019-10-24,92.589996,92.690002,91.629997,91.959999,86.786636,6892300
2019-10-25,91.720001,92.309998,91.480003,92.059998,86.880989,5536900
2019-10-28,92.300003,93.199997,92.220001,93.010002,87.777557,6937900
2019-10-29,93.230003,94.480003,93.000000,94.330002,89.023293,13768400
2019-10-30,94.360001,94.900002,93.989998,94.860001,89.523468,10179700
2019-10-31,94.680000,94.809998,94.139999,94.750000,89.419655,9675200
2019-11-01,95.260002,95.669998,94.849998,94.870003,89.532928,14670800
2019-11-04,95.309998,95.360001,94.540001,94.580002,89.259232,9878200
2019-11-05,94.720001,94.730003,93.699997,93.910004,88.626938,13273800
2019-11-06,94.000000,94.410004,93.709999,94.230003,88.928925,13130200
2019-11-07,94.589996,94.739998,94.160004,94.440002,89.127113,7827900
2019-11-08,94.379997,95.150002,94.269997,95.129997,89.778290,7756900
2019-11-11,94.769997,94.970001,94.480003,94.739998,89.410233,6092500
2019-11-12,94.889999,95.650002,94.760002,95.309998,89.948166,13801500
2019-11-13,95.050003,95.650002,94.900002,95.419998,90.051979,6507700
2019-11-14,95.400002,95.570000,94.849998,95.430000,90.061401,6498800
2019-11-15,95.760002,97.629997,95.669998,97.459999,91.977211,11337700
2019-11-18,97.370003,97.930000,97.010002,97.129997,91.665779,11251400
2019-11-19,97.470001,97.930000,97.220001,97.790001,92.288643,10025800
2019-11-20,97.629997,97.970001,97.080002,97.660004,92.165962,12305600
2019-11-21,97.720001,97.980003,97.050003,97.910004,92.401917,9122400
2019-11-22,98.080002,98.400002,97.870003,98.260002,92.732208,6141800
2019-11-25,98.660004,99.430000,98.510002,99.410004,93.817513,11726500
2019-11-26,99.400002,99.559998,99.000000,99.330002,93.742012,11073300
2019-11-27,99.470001,99.989998,99.379997,99.839996,94.223312,6333200
2019-11-29,99.580002,99.809998,99.290001,99.489998,93.892998,2392000
2019-12-02,99.690002,99.720001,98.730003,99.050003,93.477768,6682200
2019-12-03,98.300003,98.910004,98.029999,98.830002,93.270149,7709700
2019-12-04,99.230003,99.879997,99.129997,99.750000,94.138382,6237600
2019-12-05,99.809998,99.900002,98.910004,99.750000,94.138382,7390400
2019-12-06,100.269997,100.750000,100.199997,100.410004,94.761253,5658500
2019-12-09,100.449997,100.470001,99.709999,99.709999,94.100632,5148900
2019-12-10,99.690002,100.019997,99.300003,99.930000,94.308258,6027900
2019-12-11,100.010002,100.269997,99.820000,100.019997,94.393188,6064300
2019-12-12,100.070000,101.279999,100.019997,100.949997,95.270882,9769100
2019-12-13,100.849998,101.470001,100.470001,100.879997,95.204811,6433200
2019-12-16,101.470001,102.339996,101.470001,101.970001,96.233490,7730300
2019-12-17,102.099998,102.250000,101.720001,101.860001,96.129677,4643600
2019-12-18,101.900002,102.199997,101.790001,102.000000,96.261818,5202900
2019-12-19,102.209999,102.510002,102.050003,102.400002,96.639305,6637200
2019-12-20,102.279999,102.930000,102.279999,102.699997,97.323494,8586500
2019-12-23,102.940002,103.220001,102.680000,103.110001,97.712044,4770900
2019-12-24,103.110001,103.239998,102.730003,102.980003,97.588844,2071800
2019-12-26,103.110001,103.230003,102.580002,102.910004,97.522499,2910100
2019-12-27,103.129997,103.139999,102.709999,102.940002,97.550949,3605000
2019-12-30,102.269997,102.489998,101.510002,101.660004,96.965294,5665100
2019-12-31,101.440002,101.949997,101.269997,101.860001,97.156067,4746700
2020-01-02,102.169998,102.290001,101.400002,102.129997,97.413582,6277400
2020-01-03,100.949997,101.820000,100.449997,101.239998,96.564674,8247500
2020-01-06,100.779999,101.900002,100.750000,101.870003,97.165596,6441800
2020-01-07,101.589996,101.760002,101.099998,101.669998,96.974831,6335300
2020-01-08,101.720001,102.790001,101.680000,102.330002,97.604355,7494700
2020-01-09,102.639999,103.050003,102.419998,102.769997,98.024017,6660600
2020-01-10,103.160004,103.330002,102.620003,102.800003,98.052658,9300300
2020-01-13,102.970001,102.989998,102.089996,102.440002,97.709267,7621700
2020-01-14,102.129997,103.080002,101.949997,103.059998,98.300636,7294900
2020-01-15,103.180000,104.220001,103.099998,103.949997,99.149536,7521800
2020-01-16,104.379997,104.559998,103.970001,104.489998,99.664597,5479900
2020-01-17,104.230003,104.650002,104.230003,104.489998,99.664597,6533400
2020-01-21,104.250000,104.839996,104.209999,104.599998,99.769531,6644800
2020-01-22,104.830002,105.080002,104.589996,104.730003,99.893524,9431500
2020-01-23,104.550003,104.699997,103.480003,104.199997,99.387993,8522600
2020-01-24,104.320000,104.370003,102.199997,102.459999,97.728340,15962700
2020-01-27,101.220001,102.070000,101.080002,101.680000,96.984375,11762300
2020-01-28,101.980003,102.580002,101.699997,102.180000,97.461288,8079900
2020-01-29,102.279999,102.639999,101.879997,101.900002,97.194221,6435700
2020-01-30,101.150002,101.220001,100.290001,101.160004,96.488373,10989400
2020-01-31,100.760002,100.839996,98.809998,99.139999,94.561661,14476700
2020-02-03,99.830002,100.760002,99.830002,100.040001,95.420113,11850600
2020-02-04,101.290001,102.209999,101.269997,101.800003,97.098824,9575100
2020-02-05,102.279999,104.120003,102.269997,103.760002,98.968315,14131000
2020-02-06,104.239998,104.239998,103.400002,103.849998,99.054153,6166500
2020-02-07,103.860001,103.949997,102.879997,103.040001,98.281570,6057200
2020-02-10,102.660004,103.589996,102.580002,103.589996,98.806152,4010100
2020-02-11,103.949997,104.300003,103.739998,104.209999,99.397522,10277100
2020-02-12,104.599998,104.839996,103.919998,104.339996,99.521523,4705700
2020-02-13,103.959999,104.279999,103.639999,103.849998,99.054153,4778500
2020-02-14,103.959999,104.000000,103.419998,103.930000,99.130455,5114200
2020-02-18,103.930000,104.059998,103.220001,103.559998,98.777542,8409300
2020-02-19,103.830002,104.190002,103.730003,104.040001,99.235382,6427900
2020-02-20,103.800003,103.900002,102.430000,103.370003,98.596321,8080900
2020-02-21,102.970001,103.529999,102.610001,103.430000,98.653549,6510800
2020-02-24,100.930000,101.610001,99.690002,100.169998,95.544098,16284500
2020-02-25,100.529999,100.750000,96.790001,97.129997,92.644485,20301600
2020-02-26,97.669998,98.820000,96.910004,97.120003,92.634956,13721600
2020-02-27,96.070000,97.339996,93.800003,93.820000,89.487343,22047900
2020-02-28,91.349998,92.660004,89.980003,92.610001,88.333237,27750600
2020-03-02,92.639999,97.099998,92.320000,96.949997,92.472801,22359400
2020-03-03,97.190002,98.889999,93.269997,94.540001,90.174103,33385500
2020-03-04,97.379997,100.150002,97.180000,99.989998,95.372414,26418700
2020-03-05,97.849998,99.190002,96.559998,97.669998,93.159546,17873000
2020-03-06,94.989998,97.500000,94.599998,97.150002,92.663574,17917700
2020-03-09,91.389999,94.279999,90.010002,92.099998,87.846786,21968500
2020-03-10,94.760002,95.419998,90.940002,95.260002,90.860855,26473200
2020-03-11,93.010002,93.669998,90.449997,91.620003,87.388954,23217900
2020-03-12,86.010002,89.730003,82.900002,84.779999,80.864830,20652200
2020-03-13,88.720001,90.900002,84.160004,90.660004,86.473274,29162800
2020-03-16,82.519997,87.050003,80.669998,81.720001,77.946121,21474800
2020-03-17,83.410004,87.550003,82.349998,86.849998,82.839211,27899700
2020-03-18,82.400002,85.300003,79.919998,83.970001,80.092224,28931000
2020-03-19,83.029999,84.260002,81.330002,82.250000,78.451660,27121100
2020-03-20,82.959999,83.809998,78.639999,79.089996,75.437569,22004900
2020-03-23,78.199997,78.309998,73.540001,74.620003,71.519455,33633000
2020-03-24,78.150002,80.529999,77.570000,80.370003,77.030533,16775800
2020-03-25,79.839996,84.089996,78.870003,81.440002,78.056076,16851800
2020-03-26,82.169998,87.309998,82.010002,86.849998,83.241272,18822500
2020-03-27,84.339996,87.230003,84.279999,84.989998,81.458557,13043200
2020-03-30,86.519997,89.139999,86.510002,88.970001,85.273186,13766700
2020-03-31,89.050003,89.529999,87.639999,88.580002,84.899406,13584900
2020-04-01,85.620003,86.389999,84.389999,85.209999,81.669426,15255200
2020-04-02,84.779999,87.769997,83.930000,87.570000,83.931358,13588000
2020-04-03,87.290001,88.120003,85.800003,86.779999,83.174187,12934200
2020-04-06,89.540001,91.849998,89.139999,91.330002,87.535126,13472900
2020-04-07,93.650002,93.820000,90.489998,90.580002,86.816292,16699200
2020-04-08,91.360001,94.860001,90.220001,94.309998,90.391296,32624300
2020-04-09,95.169998,95.349998,93.970001,94.830002,90.889702,12982500
2020-04-13,94.489998,94.820000,92.660004,94.000000,90.094185,9606600
2020-04-14,95.839996,97.470001,95.519997,97.120003,93.084541,12830800
2020-04-15,95.830002,97.190002,95.290001,96.620003,92.605331,11019000
2020-04-16,97.339996,98.980003,97.029999,98.730003,94.627655,11331600
2020-04-17,101.129997,101.129997,99.389999,100.779999,96.592453,11504400
2020-04-20,99.820000,101.410004,99.709999,99.980003,95.825706,10558100
2020-04-21,98.269997,98.830002,96.620003,96.940002,92.912025,9291400
2020-04-22,98.349998,99.029999,97.739998,98.419998,94.330536,11994100
2020-04-23,98.940002,100.489998,98.739998,98.959999,94.848083,16013300
2020-04-24,99.559998,100.489998,98.940002,100.290001,96.122818,7853300
2020-04-27,100.989998,102.010002,100.830002,101.580002,97.359215,8022100
2020-04-28,102.260002,102.260002,99.410004,99.529999,95.394409,11517500
2020-04-29,101.059998,101.059998,99.540001,100.190002,96.026985,9939900
2020-04-30,99.760002,100.379997,99.209999,99.730003,95.586098,12768900
2020-05-01,98.589996,98.769997,96.949997,97.830002,93.765045,10102000
2020-05-04,97.529999,98.000000,96.889999,97.779999,93.717117,8991300
2020-05-05,98.639999,100.620003,98.389999,99.900002,95.749031,11498300
2020-05-06,100.419998,100.489998,98.860001,98.910004,94.800179,9493200
2020-05-07,99.919998,99.930000,98.779999,98.900002,94.790573,9453900
2020-05-08,99.959999,100.000000,99.110001,99.410004,95.279396,10374500
2020-05-11,99.000000,101.379997,99.000000,101.120003,96.918335,15115100
2020-05-12,101.709999,101.800003,99.570000,99.580002,95.442322,18471000
2020-05-13,99.449997,100.220001,97.709999,98.500000,94.407211,12667200
2020-05-14,97.589996,99.629997,97.570000,99.580002,95.442322,12021400
2020-05-15,99.300003,100.510002,99.070000,100.419998,96.247444,15170200
2020-05-18,102.300003,102.769997,101.190002,101.250000,97.042946,10557300
